,student_id,student_name,States,Test_center,MATH,SCIENCE,PHYSICS,CHEMISTRY,BIOLOGY,TOTAL,PERCENTAGE
3923,13924,Shantanu Kumari,Madhya Pradesh,Mumbai,50,94,47,62,85,338,67.6
3924,13925,Ranjit Pratap,Chhattisgarh,Hyderabad,34,59,74,79,59,305,61.0
3925,13926,Rudra Rai,Sikkim,Aasam,86,44,56,49,49,284,56.8
3926,13927,Gayatri Gupta,Bihar,kolkata,43,66,76,53,43,281,56.2
3927,13928,Pinky Singh,Nagaland,Aasam,34,39,46,36,64,219,43.8
3928,13929,Komal Vishwakarma,West Bengal,kolkata,46,38,87,54,96,321,64.2
3929,13930,Tripti Maurrya,Manipur,Aasam,73,55,44,57,32,261,52.2
3930,13931,Man Seth,West Bengal,kolkata,66,39,65,95,34,299,59.8
3931,13932,Rohan Pandey,Maharashtra,Mumbai,39,49,53,97,35,273,54.6
3932,13933,Har Seth,Himachal Pradesh,kolkata,90,68,35,59,38,290,58.0
3933,13934,Nikita Triphati,Madhya Pradesh,Mumbai,94,91,45,35,98,363,72.6
3934,13935,Shila Singh,Sikkim,Aasam,45,48,70,68,39,270,54.0
3935,13936,Karam Divedi,Madhya Pradesh,Mumbai,43,76,88,38,43,288,57.6
3936,13937,Darshan Tiwari,Kerala,Chennai,45,53,61,37,53,249,49.8
3937,13938,Param Triphati,Maharashtra,Mumbai,45,66,30,48,79,268,53.6
3938,13939,Aarav Pandey,Tamil Nadu,Chennai,54,89,75,64,52,334,66.8
3939,13940,Mony Vishwakarma,Goa,Banglore,91,94,47,100,100,432,86.4
3940,13941,Rohit Phatak,Uttarakhand,Delhi,45,31,39,65,90,270,54.0
3941,13942,Priyanshee Thakur,Tripura,Aasam,35,84,70,60,79,328,65.6
3942,13943,Par Rao,Goa,Banglore,72,95,93,32,100,392,78.4
3943,13944,Namrata Singh,Madhya Pradesh,Mumbai,95,39,68,52,72,326,65.2
3944,13945,Anurag Sonkar,West Bengal,kolkata,66,89,42,48,92,337,67.4
3945,13946,Shyama Pratap,West Bengal,kolkata,49,92,46,89,88,364,72.8
3946,13947,Onkar Yadav,Goa,Banglore,99,76,85,87,56,403,80.6
3947,13948,Mehul Kumari,Madhya Pradesh,Mumbai,45,65,89,75,91,365,73.0
3948,13949,Ambika Sonkar,Manipur,Aasam,99,65,87,47,59,357,71.4
3949,13950,Puneeth Pandey,Punjab,Agra,62,82,38,59,65,306,61.2
3950,13951,Anshika Divedi,Jharkhand,kolkata,87,83,94,57,68,389,77.8
3951,13952,Parul Srivastav,Jharkhand,kolkata,76,42,70,99,61,348,69.6
3952,13953,Jas Vishwakarma,Punjab,Agra,33,74,89,88,68,352,70.4
3953,13954,Janhavi Mishra,Himachal Pradesh,kolkata,53,90,92,100,87,422,84.4
3954,13955,Ayush Yadav,Manipur,Aasam,54,81,37,100,94,366,73.2
3955,13956,Har Pandit,Karnataka,Banglore,82,56,31,48,39,256,51.2
3956,13957,Nilam Srivastav,Meghalaya,Aasam,57,59,69,86,79,350,70.0
3957,13958,Suryansh Rao,Uttarakhand,Delhi,94,72,86,35,49,336,67.2
3958,13959,Shila Kumar,Madhya Pradesh,Mumbai,37,63,73,93,78,344,68.8
3959,13960,Raju Gupta,Nagaland,Aasam,47,69,74,52,36,278,55.6
3960,13961,Adarsh Gupta,Telangana,Aasam,74,44,87,65,86,356,71.2
3961,13962,Monika Srivastav,Kerala,Chennai,39,46,61,79,46,271,54.2
3962,13963,Himanshu Yadav,Bihar,kolkata,86,34,52,96,70,338,67.6
3963,13964,Mahendra Rao,Maharashtra,Mumbai,76,95,34,79,70,354,70.8
3964,13965,Annu Yadav,Gujarat,Agra,53,83,88,50,53,327,65.4
3965,13966,Chaitanya Kumar,Odisha,Hyderabad,58,85,37,57,58,295,59.0
3966,13967,Unnat Rajput,Arunachal Pradesh,Aasam,88,59,54,87,84,372,74.4
3967,13968,Saritha Srivastav,Karnataka,Banglore,65,42,45,65,76,293,58.6
3968,13969,Ankit Pratap,Uttar Pradesh,Delhi,92,94,96,50,44,376,75.2
3969,13970,Anupriya Srivastav,Gujarat,Agra,53,34,85,99,93,364,72.8
3970,13971,Silam Mishra,West Bengal,kolkata,45,86,91,78,47,347,69.4
3971,13972,Rounak Mishra,Madhya Pradesh,Mumbai,77,92,33,65,65,332,66.4
3972,13973,Anjali Seth,Jharkhand,kolkata,87,100,94,35,74,390,78.0
3973,13974,Nav Triphati,Chhattisgarh,Hyderabad,90,41,83,38,83,335,67.0
3974,13975,Ishan Vishwakarma,Jharkhand,kolkata,84,57,78,47,78,344,68.8
3975,13976,Diljeet Triphati,Uttarakhand,Delhi,78,99,33,55,37,302,60.4
3976,13977,Puspha Rai,Odisha,Hyderabad,67,32,58,31,100,288,57.6
3977,13978,Savita Maurrya,Gujarat,Agra,64,30,94,63,52,303,60.6
3978,13979,Abhijeet Phatak,Arunachal Pradesh,Aasam,40,56,32,76,77,281,56.2
3979,13980,Rakhi Phatak,Odisha,Hyderabad,72,33,99,31,69,304,60.8
3980,13981,Sarthak Tiwari,Chhattisgarh,Hyderabad,92,95,70,89,75,421,84.2
3981,13982,Reena Gupta,Gujarat,Agra,67,44,52,72,86,321,64.2
3982,13983,Samraat Singh,Andhra Pradesh,Hyderabad,74,46,57,83,43,303,60.6
3983,13984,Sandesh Gupta,Gujarat,Agra,60,89,87,80,45,361,72.2
3984,13985,Aakash Kumar,Odisha,Hyderabad,60,67,39,87,81,334,66.8
3985,13986,Ananya Thakur,Madhya Pradesh,Mumbai,75,41,94,55,40,305,61.0
3986,13987,Roshan Kumar,Odisha,Hyderabad,50,60,73,57,57,297,59.4
3987,13988,Shubham Phatak,Nagaland,Aasam,50,93,87,72,57,359,71.8
3988,13989,Shubham Srivastav,Mizoram,Aasam,95,84,41,88,30,338,67.6
3989,13990,Priya Singh,Uttar Pradesh,Delhi,39,100,97,77,38,351,70.2
3990,13991,Anupam Kumari,Uttar Pradesh,Delhi,62,84,87,65,69,367,73.4
3991,13992,Nikita Srivastav,Uttar Pradesh,Delhi,31,47,76,87,91,332,66.4
3992,13993,Gouri Yadav,Himachal Pradesh,kolkata,76,62,45,75,90,348,69.6
3993,13994,Vandana Mishra,Uttar Pradesh,Delhi,95,92,56,88,34,365,73.0
3994,13995,Harsh Devi,Andhra Pradesh,Hyderabad,38,46,94,74,64,316,63.2
3995,13996,Anshika Vishwakarma,Arunachal Pradesh,Aasam,39,67,77,89,34,306,61.2
3996,13997,Nivedita Yadav,Bihar,kolkata,49,65,53,58,63,288,57.6
3997,13998,Aman Phatak,Arunachal Pradesh,Aasam,69,43,59,31,94,296,59.2
3998,13999,Siwangi Pandit,Meghalaya,Aasam,85,96,74,69,54,378,75.6
3999,14000,Ankit Mishra,Uttar Pradesh,Delhi,88,40,57,56,87,328,65.6
4000,14001,Aarav Phatak,West Bengal,kolkata,86,38,93,87,74,378,75.6
4001,14002,Maan Phatak,Punjab,Agra,69,64,59,52,52,296,59.2
4002,14003,Gagan Thakur,Uttarakhand,Delhi,51,68,59,65,31,274,54.8
4003,14004,Rohit Maurrya,Chhattisgarh,Hyderabad,52,40,49,31,85,257,51.4
4004,14005,Ruhi Singh,Jharkhand,kolkata,88,52,100,66,90,396,79.2
4005,14006,Jyoti Vishwakarma,Uttar Pradesh,Delhi,79,35,69,74,50,307,61.4
4006,14007,Kishan Yadav,Chhattisgarh,Hyderabad,39,93,92,56,80,360,72.0
4007,14008,Gita Kumari,Nagaland,Aasam,91,60,99,68,47,365,73.0
4008,14009,Sarthak Rajput,Uttar Pradesh,Delhi,48,99,82,72,78,379,75.8
4009,14010,Pranjal Sonkar,Tamil Nadu,Chennai,50,94,100,65,86,395,79.0
4010,14011,Radha Triphati,Rajasthan,Delhi,31,83,75,78,83,350,70.0
4011,14012,Mihir Kumar,Kerala,Chennai,68,63,69,63,65,328,65.6
4012,14013,Puneeth Tiwari,Kerala,Chennai,39,40,31,32,49,191,38.2
4013,14014,Gita Pandit,Maharashtra,Mumbai,67,61,61,91,52,332,66.4
4014,14015,Shivani Seth,Tamil Nadu,Chennai,53,37,80,48,51,269,53.8
4015,14016,Ranjit Phatak,Gujarat,Agra,86,98,50,63,87,384,76.8
4016,14017,Vijay Rajput,Uttarakhand,Delhi,52,89,70,98,70,379,75.8
4017,14018,Pinky Sonkar,Goa,Banglore,84,64,39,44,79,310,62.0
4018,14019,Ruhi Tiwari,Chhattisgarh,Hyderabad,63,59,72,46,71,311,62.2
4019,14020,Dharam Triphati,Manipur,Aasam,93,50,91,39,58,331,66.2
4020,14021,Savita Kumar,Sikkim,Aasam,69,46,60,88,79,342,68.4
4021,14022,Shantanu Triphati,Haryana,Delhi,78,88,58,53,97,374,74.8
4022,14023,Riya Rao,Tamil Nadu,Chennai,89,61,51,93,93,387,77.4
4023,14024,Soham Rao,Meghalaya,Aasam,41,55,57,67,41,261,52.2
4024,14025,Devu Pandit,West Bengal,kolkata,32,63,92,62,51,300,60.0
4025,14026,Aniket Gupta,Uttarakhand,Delhi,90,80,61,78,65,374,74.8
4026,14027,Ashok Pandey,Meghalaya,Aasam,86,86,44,53,50,319,63.8
4027,14028,Gopal Divedi,Madhya Pradesh,Mumbai,86,79,91,39,52,347,69.4
4028,14029,Sukh Srivastav,Andhra Pradesh,Hyderabad,30,90,73,39,92,324,64.8
4029,14030,Har Triphati,Gujarat,Agra,80,60,92,97,70,399,79.8
4030,14031,Savita Tiwari,Nagaland,Aasam,97,42,91,74,81,385,77.0
4031,14032,Dev Phatak,Chhattisgarh,Hyderabad,89,86,96,45,72,388,77.6
4032,14033,Abhijeet Kumar,Goa,Banglore,47,82,47,31,74,281,56.2
4033,14034,Tejas Yadav,Tamil Nadu,Chennai,96,100,35,35,37,303,60.6
4034,14035,Varun Maurya,Haryana,Delhi,95,63,96,68,79,401,80.2
4035,14036,Ganesh Seth,Arunachal Pradesh,Aasam,93,65,53,33,96,340,68.0
4036,14037,Sanket Seth,Punjab,Agra,64,32,94,92,39,321,64.2
4037,14038,Ninad Divedi,Uttar Pradesh,Delhi,76,43,30,52,84,285,57.0
4038,14039,Radha Gupta,Chhattisgarh,Hyderabad,92,70,59,62,55,338,67.6
4039,14040,Shradha Pandey,Telangana,Aasam,69,86,61,71,75,362,72.4
4040,14041,Aishwarya Rai,Karnataka,Banglore,95,86,82,43,79,385,77.0
4041,14042,Roshan Thakur,Uttar Pradesh,Delhi,30,74,97,39,55,295,59.0
4042,14043,Pradhi Rao,Gujarat,Agra,58,98,86,43,82,367,73.4
4043,14044,Dal Rajput,Bihar,kolkata,45,100,53,65,52,315,63.0
4044,14045,Gagan Mishra,Chhattisgarh,Hyderabad,74,84,54,79,95,386,77.2
4045,14046,Vinay Kumari,Chhattisgarh,Hyderabad,75,70,32,63,31,271,54.2
4046,14047,Gagan Yadav,Odisha,Hyderabad,54,73,62,76,45,310,62.0
4047,14048,Mihir Mishra,Nagaland,Aasam,36,59,90,74,52,311,62.2
4048,14049,Seeta Kumari,Nagaland,Aasam,71,42,96,53,77,339,67.8
4049,14050,Pratyush Vishwakarma,Nagaland,Aasam,37,98,43,79,41,298,59.6
4050,14051,Namita Triphati,Telangana,Aasam,30,69,35,73,50,257,51.4
4051,14052,Ganesh Mishra,Uttarakhand,Delhi,94,53,93,69,67,376,75.2
4052,14053,Sweta Seth,Gujarat,Agra,73,91,39,56,33,292,58.4
4053,14054,Pallawi Gupta,Arunachal Pradesh,Aasam,51,77,84,59,87,358,71.6
4054,14055,Pallawi Tiwari,Punjab,Agra,98,71,81,66,47,363,72.6
4055,14056,Rupesh Divedi,Rajasthan,Delhi,98,88,31,99,95,411,82.2
4056,14057,Pragati Maurrya,Uttar Pradesh,Delhi,100,40,69,57,90,356,71.2
4057,14058,Dev Sonkar,West Bengal,kolkata,39,41,81,47,83,291,58.2
4058,14059,Prajwal Rai,Punjab,Agra,50,88,91,74,37,340,68.0
4059,14060,Hari Rai,Uttar Pradesh,Delhi,35,100,47,99,43,324,64.8
4060,14061,Radha Sonkar,Arunachal Pradesh,Aasam,57,46,33,60,53,249,49.8
4061,14062,Prajwal Maurrya,Manipur,Aasam,61,62,91,67,68,349,69.8
4062,14063,Pallawi Mishra,Uttarakhand,Delhi,53,32,36,83,89,293,58.6
4063,14064,Senthil Thakur,Karnataka,Banglore,83,38,94,41,50,306,61.2
4064,14065,Hayat Kumar,Tamil Nadu,Chennai,45,77,64,61,83,330,66.0
4065,14066,Ruhi Seth,Arunachal Pradesh,Aasam,74,46,60,97,84,361,72.2
4066,14067,Siddhesh Rao,Goa,Banglore,38,72,68,45,63,286,57.2
4067,14068,Virat Srivastav,Punjab,Agra,35,32,53,43,48,211,42.2
4068,14069,Khushi Kumari,Himachal Pradesh,kolkata,64,87,71,32,99,353,70.6
4069,14070,Gagan Sonkar,Andhra Pradesh,Hyderabad,46,52,87,32,76,293,58.6
4070,14071,Karam Sonkar,Himachal Pradesh,kolkata,81,54,66,75,93,369,73.8
4071,14072,Maan Kumar,Andhra Pradesh,Hyderabad,70,33,46,76,85,310,62.0
4072,14073,Abhimanyu Srivastav,Bihar,kolkata,77,95,86,88,82,428,85.6
4073,14074,Man Yadav,Andhra Pradesh,Hyderabad,80,44,78,46,63,311,62.2
4074,14075,Sarthak Gupta,Manipur,Aasam,54,72,76,51,34,287,57.4
4075,14076,Pratyush Rajput,Meghalaya,Aasam,60,41,86,39,67,293,58.6
4076,14077,Akshath Gupta,Manipur,Aasam,36,69,66,36,68,275,55.0
4077,14078,Devesh Divedi,Karnataka,Banglore,93,63,90,65,90,401,80.2
4078,14079,Manisha Rajput,Kerala,Chennai,32,87,54,62,40,275,55.0
4079,14080,Priyanshi Singh,Gujarat,Agra,73,82,40,49,65,309,61.8
4080,14081,Priyanka Srivastav,West Bengal,kolkata,46,58,98,91,84,377,75.4
4081,14082,Ninad Singh,Haryana,Delhi,83,68,49,62,78,340,68.0
4082,14083,Siwangi Seth,Rajasthan,Delhi,65,46,72,65,37,285,57.0
4083,14084,Hayat Seth,Mizoram,Aasam,89,75,59,30,99,352,70.4
4084,14085,Pratyush Rao,Tripura,Aasam,88,61,67,39,98,353,70.6
4085,14086,Rupesh Tiwari,Tamil Nadu,Chennai,37,40,82,68,97,324,64.8
4086,14087,Sandesh Pandit,Telangana,Aasam,79,74,68,78,95,394,78.8
4087,14088,Vinay Tiwari,Uttar Pradesh,Delhi,73,76,87,100,73,409,81.8
4088,14089,Nikita Pratap,Tripura,Aasam,53,92,79,93,62,379,75.8
4089,14090,Prathamesh Rajput,Sikkim,Aasam,40,34,68,68,80,290,58.0
4090,14091,Shradha Phatak,Tripura,Aasam,48,34,46,43,40,211,42.2
4091,14092,Har Tiwari,Andhra Pradesh,Hyderabad,74,37,82,88,43,324,64.8
4092,14093,Arjun Rai,Punjab,Agra,35,59,89,45,61,289,57.8
4093,14094,Anupriya Gupta,Meghalaya,Aasam,43,94,74,86,66,363,72.6
4094,14095,Janhavi Maurya,Maharashtra,Mumbai,32,46,60,30,54,222,44.4
4095,14096,Diljeet Rai,Manipur,Aasam,33,35,49,97,42,256,51.2
4096,14097,Anamika Maurya,Nagaland,Aasam,41,80,60,44,57,282,56.4
4097,14098,Bala Seth,Rajasthan,Delhi,72,73,30,42,88,305,61.0
4098,14099,Kshitij Gupta,Uttarakhand,Delhi,52,47,75,88,32,294,58.8
4099,14100,Neha Maurrya,Meghalaya,Aasam,73,58,51,79,56,317,63.4
4100,14101,Savita Phatak,Tamil Nadu,Chennai,34,67,41,45,36,223,44.6
4101,14102,Sita Gupta,Bihar,kolkata,34,49,43,68,95,289,57.8
4102,14103,Aishwarya Devi,Mizoram,Aasam,33,34,40,66,38,211,42.2
4103,14104,Divya Rajput,Mizoram,Aasam,65,62,91,45,50,313,62.6
4104,14105,Nav Sonkar,Arunachal Pradesh,Aasam,68,30,83,79,62,322,64.4
4105,14106,Anjali Tiwari,Bihar,kolkata,42,61,95,82,35,315,63.0
4106,14107,Seeta Rajput,Tripura,Aasam,54,44,99,71,77,345,69.0
4107,14108,Rahul Singh,Chhattisgarh,Hyderabad,72,52,47,64,97,332,66.4
4108,14109,Shyama Gupta,Chhattisgarh,Hyderabad,80,95,39,64,72,350,70.0
4109,14110,Devang Sonkar,Odisha,Hyderabad,90,95,71,77,56,389,77.8
4110,14111,Pradhi Rai,Meghalaya,Aasam,42,68,44,59,48,261,52.2
4111,14112,Abhinav Divedi,Chhattisgarh,Hyderabad,83,79,93,69,97,421,84.2
4112,14113,Karan Rajput,Uttarakhand,Delhi,53,74,49,87,72,335,67.0
4113,14114,Ranjit Maurrya,Nagaland,Aasam,74,64,76,50,66,330,66.0
4114,14115,Dharmesh Rajput,West Bengal,kolkata,71,89,70,51,87,368,73.6
4115,14116,Maan Pandey,Kerala,Chennai,74,33,65,62,77,311,62.2
4116,14117,Ashish Srivastav,Nagaland,Aasam,69,95,39,66,32,301,60.2
4117,14118,Man Singh,Telangana,Aasam,42,85,70,46,80,323,64.6
4118,14119,Bala Rai,Karnataka,Banglore,51,66,30,73,58,278,55.6
4119,14120,Param Gupta,Haryana,Delhi,55,89,73,76,64,357,71.4
4120,14121,Gagan Pandit,Arunachal Pradesh,Aasam,48,77,70,95,34,324,64.8
4121,14122,Gaurav Mishra,Bihar,kolkata,42,97,60,36,75,310,62.0
4122,14123,Pragati Sonkar,Manipur,Aasam,84,37,48,59,80,308,61.6
4123,14124,Bala Mishra,Tripura,Aasam,52,33,90,33,99,307,61.4
4124,14125,Rupesh Tiwari,Uttarakhand,Delhi,93,31,39,30,43,236,47.2
4125,14126,Abhi Rai,Tripura,Aasam,70,55,35,95,53,308,61.6
4126,14127,Har Pandey,Andhra Pradesh,Hyderabad,43,55,30,97,33,258,51.6
4127,14128,Anushka Srivastav,Arunachal Pradesh,Aasam,59,69,90,96,87,401,80.2
4128,14129,Nilam Srivastav,Bihar,kolkata,44,84,82,98,70,378,75.6
4129,14130,Anamika Rai,Tamil Nadu,Chennai,49,47,40,55,87,278,55.6
4130,14131,Mony Yadav,Odisha,Hyderabad,73,93,32,94,39,331,66.2
4131,14132,Onkar Triphati,Manipur,Aasam,98,74,38,62,66,338,67.6
4132,14133,Roshni Divedi,Kerala,Chennai,59,89,77,49,97,371,74.2
4133,14134,Guru Gupta,Kerala,Chennai,100,35,78,48,34,295,59.0
4134,14135,Puspha Phatak,Gujarat,Agra,40,54,72,80,65,311,62.2
4135,14136,Himanshu Gupta,Manipur,Aasam,90,88,65,65,62,370,74.0
4136,14137,Ankit Devi,Andhra Pradesh,Hyderabad,55,50,32,37,84,258,51.6
4137,14138,Pragya Divedi,Bihar,kolkata,69,59,33,37,88,286,57.2
4138,14139,Pragya Thakur,Meghalaya,Aasam,82,74,55,35,43,289,57.8
4139,14140,Rohit Sonkar,Punjab,Agra,45,78,33,58,53,267,53.4
4140,14141,Onkar Divedi,Tamil Nadu,Chennai,93,70,39,73,43,318,63.6
4141,14142,Damini Mishra,Mizoram,Aasam,41,98,75,51,70,335,67.0
4142,14143,Suyash Sonkar,Arunachal Pradesh,Aasam,83,77,35,53,46,294,58.8
4143,14144,Ridhima Divedi,Punjab,Agra,60,51,68,59,35,273,54.6
4144,14145,Aarav Devi,Uttarakhand,Delhi,74,35,37,86,59,291,58.2
4145,14146,Raju Tiwari,Nagaland,Aasam,72,41,67,73,37,290,58.0
4146,14147,Sweta Pandey,Jharkhand,kolkata,37,81,68,50,42,278,55.6
4147,14148,Sanket Vishwakarma,Tamil Nadu,Chennai,72,94,73,99,93,431,86.2
4148,14149,Kajal Singh,Odisha,Hyderabad,75,33,96,53,82,339,67.8
4149,14150,Pinky Seth,Mizoram,Aasam,97,40,34,42,39,252,50.4
4150,14151,Karan Tiwari,Chhattisgarh,Hyderabad,64,83,77,68,62,354,70.8
4151,14152,Abhi Tiwari,Karnataka,Banglore,54,71,80,55,78,338,67.6
4152,14153,Abhimanyu Sonkar,Uttar Pradesh,Delhi,90,61,98,87,58,394,78.8
4153,14154,Kirti Sonkar,Meghalaya,Aasam,76,30,97,30,40,273,54.6
4154,14155,Guru Singh,Tripura,Aasam,67,70,91,85,98,411,82.2
4155,14156,Priti Tiwari,Sikkim,Aasam,99,68,48,49,58,322,64.4
4156,14157,Sukhan Mishra,Himachal Pradesh,kolkata,81,85,85,96,49,396,79.2
4157,14158,Abhimanyu Devi,Uttarakhand,Delhi,37,72,35,32,36,212,42.4
4158,14159,Manish Maurya,Nagaland,Aasam,66,92,84,96,37,375,75.0
4159,14160,Raju Divedi,Chhattisgarh,Hyderabad,49,41,99,97,37,323,64.6
4160,14161,Pranjal Mishra,Maharashtra,Mumbai,90,54,60,85,76,365,73.0
4161,14162,Sanoj Pandey,Telangana,Aasam,68,91,67,66,40,332,66.4
4162,14163,Varun Kumari,Manipur,Aasam,42,100,66,40,59,307,61.4
4163,14164,Ayush Gupta,Odisha,Hyderabad,55,60,63,48,69,295,59.0
4164,14165,Mony Mishra,Goa,Banglore,80,38,52,31,72,273,54.6
4165,14166,Shubham Thakur,Karnataka,Banglore,99,64,39,78,41,321,64.2
4166,14167,Pragati Thakur,Gujarat,Agra,52,76,95,76,88,387,77.4
4167,14168,Har Pandit,West Bengal,kolkata,95,75,35,72,71,348,69.6
4168,14169,Nikita Mishra,Himachal Pradesh,kolkata,56,63,31,68,40,258,51.6
4169,14170,Jyoti Singh,Jharkhand,kolkata,68,97,77,46,81,369,73.8
4170,14171,Abhijeet Vishwakarma,Bihar,kolkata,73,95,73,89,87,417,83.4
4171,14172,Monika Rao,Sikkim,Aasam,60,93,41,65,81,340,68.0
4172,14173,Sweta Rajput,Karnataka,Banglore,97,50,63,90,95,395,79.0
4173,14174,Ranjit Rai,Meghalaya,Aasam,61,88,97,41,94,381,76.2
4174,14175,Dharam Sonkar,Maharashtra,Mumbai,31,87,97,100,86,401,80.2
4175,14176,Sanjana Vishwakarma,Jharkhand,kolkata,86,85,53,47,80,351,70.2
4176,14177,Simran Thakur,Punjab,Agra,97,83,93,49,55,377,75.4
4177,14178,Neha Kumari,Mizoram,Aasam,41,35,69,94,68,307,61.4
4178,14179,Prajwal Kumar,Haryana,Delhi,49,75,96,40,86,346,69.2
4179,14180,Nagaraju Rajput,Madhya Pradesh,Mumbai,68,61,87,99,57,372,74.4
4180,14181,Radha Phatak,Kerala,Chennai,60,47,79,35,48,269,53.8
4181,14182,Silam Rajput,West Bengal,kolkata,35,85,63,82,93,358,71.6
4182,14183,Rahul Pandit,Andhra Pradesh,Hyderabad,54,52,63,85,41,295,59.0
4183,14184,Siddhesh Rai,Andhra Pradesh,Hyderabad,62,74,41,30,96,303,60.6
4184,14185,Saritha Kumari,Bihar,kolkata,30,47,95,58,39,269,53.8
4185,14186,Maan Devi,Jharkhand,kolkata,56,39,95,69,36,295,59.0
4186,14187,Dipendra Sonkar,Karnataka,Banglore,31,41,30,78,68,248,49.6
4187,14188,Ranjit Rao,West Bengal,kolkata,34,46,74,49,45,248,49.6
4188,14189,Mihir Pratap,Gujarat,Agra,74,58,71,64,81,348,69.6
4189,14190,Shradha Thakur,Andhra Pradesh,Hyderabad,96,63,70,36,78,343,68.6
4190,14191,Ankit Vishwakarma,Uttar Pradesh,Delhi,85,76,34,55,89,339,67.8
4191,14192,Nikita Seth,Odisha,Hyderabad,92,97,60,38,36,323,64.6
4192,14193,Dev Gupta,Mizoram,Aasam,62,30,30,78,45,245,49.0
4193,14194,Divya Rai,Jharkhand,kolkata,72,95,58,82,99,406,81.2
4194,14195,Unnat Rao,Uttarakhand,Delhi,50,75,68,79,56,328,65.6
4195,14196,Pratyush Tiwari,Jharkhand,kolkata,65,75,73,60,50,323,64.6
4196,14197,Krishna Devi,Goa,Banglore,75,92,81,60,88,396,79.2
4197,14198,Khushi Tiwari,Uttar Pradesh,Delhi,42,39,41,89,76,287,57.4
4198,14199,Roshni Rajput,Sikkim,Aasam,69,51,77,54,89,340,68.0
4199,14200,Ridhima Mishra,Karnataka,Banglore,39,48,94,76,37,294,58.8
4200,14201,Jyoti Yadav,Goa,Banglore,88,49,43,64,34,278,55.6
4201,14202,Raju Phatak,Karnataka,Banglore,69,35,81,79,33,297,59.4
4202,14203,Diljeet Srivastav,Kerala,Chennai,87,73,60,69,49,338,67.6
4203,14204,Damini Rao,Karnataka,Banglore,91,47,54,42,42,276,55.2
4204,14205,Kirti Gupta,Sikkim,Aasam,77,48,80,99,96,400,80.0
4205,14206,Rahul Kumar,Uttarakhand,Delhi,82,31,49,96,47,305,61.0
4206,14207,Nitya Thakur,Madhya Pradesh,Mumbai,91,44,63,69,31,298,59.6
4207,14208,Ronak Sonkar,Uttarakhand,Delhi,81,59,67,95,83,385,77.0
4208,14209,Soham Triphati,Rajasthan,Delhi,79,95,45,37,42,298,59.6
4209,14210,Shivani Tiwari,Odisha,Hyderabad,75,70,99,46,85,375,75.0
4210,14211,Hayat Rao,Odisha,Hyderabad,35,59,100,88,53,335,67.0
4211,14212,Devang Srivastav,Manipur,Aasam,79,57,34,89,79,338,67.6
4212,14213,Roshan Divedi,Rajasthan,Delhi,54,62,69,62,60,307,61.4
4213,14214,Priya Seth,Maharashtra,Mumbai,36,43,30,60,77,246,49.2
4214,14215,Devesh Srivastav,Rajasthan,Delhi,75,46,35,63,54,273,54.6
4215,14216,Abhimanyu Rajput,Chhattisgarh,Hyderabad,46,68,73,58,38,283,56.6
4216,14217,Rupesh Seth,Andhra Pradesh,Hyderabad,84,65,84,33,93,359,71.8
4217,14218,Shantanu Singh,Mizoram,Aasam,95,52,57,43,51,298,59.6
4218,14219,Chaitanya Phatak,West Bengal,kolkata,55,34,49,46,69,253,50.6
4219,14220,Nitya Thakur,Andhra Pradesh,Hyderabad,51,95,58,85,49,338,67.6
4220,14221,Riya Vishwakarma,Telangana,Aasam,91,79,52,37,92,351,70.2
4221,14222,Yogesh Singh,West Bengal,kolkata,88,69,47,36,69,309,61.8
4222,14223,Onkar Singh,Chhattisgarh,Hyderabad,79,97,42,75,43,336,67.2
4223,14224,Simran Mishra,Andhra Pradesh,Hyderabad,36,45,68,73,53,275,55.0
4224,14225,Himanshu Seth,Maharashtra,Mumbai,98,90,37,42,84,351,70.2
4225,14226,Raju Divedi,Punjab,Agra,37,79,65,81,78,340,68.0
4226,14227,Abhi Vishwakarma,Madhya Pradesh,Mumbai,35,71,44,87,76,313,62.6
4227,14228,Radha Gupta,Telangana,Aasam,30,91,65,32,92,310,62.0
4228,14229,Abhi Seth,Meghalaya,Aasam,36,67,96,55,65,319,63.8
4229,14230,Radha Sonkar,West Bengal,kolkata,30,30,76,95,95,326,65.2
4230,14231,Nav Thakur,Andhra Pradesh,Hyderabad,89,94,74,60,97,414,82.8
4231,14232,Ankit Rai,Manipur,Aasam,94,80,98,60,89,421,84.2
4232,14233,Gur Tiwari,Kerala,Chennai,76,51,95,73,49,344,68.8
4233,14234,Anamika Seth,Meghalaya,Aasam,33,55,98,44,59,289,57.8
4234,14235,Gagan Pandey,Sikkim,Aasam,53,39,46,38,99,275,55.0
4235,14236,Pragati Devi,Gujarat,Agra,60,97,84,54,90,385,77.0
4236,14237,Varun Triphati,Karnataka,Banglore,63,49,99,41,51,303,60.6
4237,14238,Ganesh Seth,Haryana,Delhi,88,89,67,67,41,352,70.4
4238,14239,Pranjal Maurrya,Punjab,Agra,83,79,76,97,71,406,81.2
4239,14240,Gagan Pandit,Gujarat,Agra,71,54,33,97,62,317,63.4
4240,14241,Atharva Tiwari,Mizoram,Aasam,60,100,70,77,72,379,75.8
4241,14242,Samraat Pandey,Uttar Pradesh,Delhi,86,84,70,57,70,367,73.4
4242,14243,Dharmesh Mishra,Karnataka,Banglore,93,100,89,64,68,414,82.8
4243,14244,Karam Srivastav,Uttarakhand,Delhi,39,86,70,51,30,276,55.2
